Algorithm,TSPFile,StartIndex,Count,AverageTime(ms),AverageMemory(MB),AverageResult
MST2,a280.tsp,0,280,0.00,3.79,3582.2677659442
MST2,kz9976.tsp,0,9976,509.00,7.19,1457930.9713806759
MST2,xql662.tsp,0,662,3.33,3.96,3639.7024234084
MST2,mona-lisa100K.tsp,0,100000,47476.33,42.11,8328200.4627986299
